ct_disease_raw,match_status,mapped_pubtator_label,mapped_pubtator_id
Stage IV Ovary Cancer,unmatched,,
Stage IV Pancreatic Cancer,unmatched,,
Stage IV Pancreatic Cancer AJCC v8,unmatched,,
Stage IV Primary Peritoneal Cancer,unmatched,,
Stage IV Primary Peritoneal Cancer AJCC v7,unmatched,,
Stage IV Primary Peritoneal Cancer AJCC v8,unmatched,,
Stage IV Prostate Adenocarcinoma AJCC v7,unmatched,,
Stage IV Prostate Cancer,unmatched,,
Stage IV Prostate Cancer AJCC v8,unmatched,,
Stage IV Rectal Cancer AJCC v7,unmatched,,
Stage IV Renal Cell Cancer,unmatched,,
Stage IV Renal Cell Cancer AJCC v8,unmatched,,
Stage IV Small Lymphocytic Lymphoma,unmatched,,
Stage IV Thyroid Gland Follicular Carcinoma AJCC v7,unmatched,,
Stage IV Thyroid Gland Papillary Carcinoma,unmatched,,
Stage IV Thyroid Gland Papillary Carcinoma AJCC v7,unmatched,,
Stage IV Uterine Corpus Cancer AJCC v7,unmatched,,
Stage IV Uterine Corpus Cancer AJCC v8,unmatched,,
Stage IVA Cervical Cancer,unmatched,,
Stage IVA Colon Cancer,unmatched,,
Stage IVA Colorectal Cancer,unmatched,,
Stage IVA Colorectal Cancer AJCC v7,unmatched,,
Stage IVA Differentiated Thyroid Gland Carcinoma AJCC v7,unmatched,,
Stage IVA Fallopian Tube Cancer AJCC v8,unmatched,,
Stage IVA Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7,unmatched,,
Stage IVA Oropharyngeal Squamous Cell Carcinoma AJCC v7,unmatched,,
Stage IVA Ovarian Cancer AJCC v8,unmatched,,
Stage IVA Primary Peritoneal Cancer AJCC v8,unmatched,,
Stage IVA Prostate Cancer,unmatched,,
Stage IVA Prostate Cancer AJCC v8,unmatched,,
Stage IVA Rectal Cancer,unmatched,,
Stage IVA Rectal Cancer AJCC v7,unmatched,,
Stage IVA Thyroid Gland Follicular Carcinoma AJCC v7,unmatched,,
Stage IVA Thyroid Gland Papillary Carcinoma AJCC v7,unmatched,,
Stage IVA Uterine Corpus Cancer AJCC v7,unmatched,,
Stage IVA Uterine Corpus Cancer AJCC v8,unmatched,,
Stage IVB Cervical Cancer,unmatched,,
Stage IVB Colon Cancer,unmatched,,
Stage IVB Colorectal Cancer,unmatched,,
Stage IVB Colorectal Cancer AJCC v7,unmatched,,
Stage IVB Differentiated Thyroid Gland Carcinoma AJCC v7,unmatched,,
Stage IVB Fallopian Tube Cancer AJCC v8,unmatched,,
Stage IVB Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7,unmatched,,
Stage IVB Oropharyngeal Squamous Cell Carcinoma AJCC v7,unmatched,,
Stage IVB Ovarian Cancer AJCC v8,unmatched,,
Stage IVB Primary Peritoneal Cancer AJCC v8,unmatched,,
Stage IVB Prostate Cancer,unmatched,,
Stage IVB Prostate Cancer AJCC v8,unmatched,,
Stage IVB Rectal Cancer,unmatched,,
Stage IVB Rectal Cancer AJCC v7,unmatched,,
Stage IVB Thyroid Gland Follicular Carcinoma AJCC v7,unmatched,,
Stage IVB Thyroid Gland Papillary Carcinoma AJCC v7,unmatched,,
Stage IVB Uterine Corpus Cancer AJCC v7,unmatched,,
Stage IVB Uterine Corpus Cancer AJCC v8,unmatched,,
Stage IVC Differentiated Thyroid Gland Carcinoma AJCC v7,unmatched,,
Stage IVC Lip and Oral Cavity Cancer AJCC v8,unmatched,,
Stage IVC Thyroid Gland Follicular Carcinoma AJCC v7,unmatched,,
Stage IVC Thyroid Gland Papillary Carcinoma AJCC v7,unmatched,,
Standard Quadruple Antiemetic Therapy,unmatched,,
Staphylococcal Infection,ambiguous,,
Staphylococcal Infections,ambiguous,,
Staphylococcal Skin Infection,ambiguous,,
Staphylococcal Skin Infections,ambiguous,,
Staphylococcus,unmatched,,
Staphylococcus Aureus,unmatched,,
Staphylococcus Aureus Bacteremia,unmatched,,
Staphylococcus Aureus Infection,unmatched,,
Staphylococcus Isolates,unmatched,,
State Anxiety,unmatched,,
"State, Acute Reaction to Stress",unmatched,,
Statin,unmatched,,
Statin Adverse Reaction,unmatched,,
Statin Induced Proteinuria,unmatched,,
Statin Intolerance,unmatched,,
Statin Myopathy,unmatched,,
Statin Therapy,unmatched,,
Statin-Associated Myopathy,unmatched,,
Statin-related Muscle Pain,unmatched,,
Statins,unmatched,,
Status,unmatched,,
Status Asthmaticus,ambiguous,,
Status Epilepticus,ambiguous,,
"Status Epilepticus, Generalized",unmatched,,
"Status Epilepticus, Generalized Convulsive",unmatched,,
"Status Epilepticus, Non-Convulsive",unmatched,,
Steatohepatitis,unmatched,,
Steatohepatitis Caused by Ingestible Alcohol,unmatched,,
"Steatohepatitis, Nonalcoholic",unmatched,,
"Steatosis, Liver",unmatched,,
Stellate Ganglion,unmatched,,
Stellate Ganglion Block,unmatched,,
Stem Cell,unmatched,,
Stem Cell Transplant,unmatched,,
Stem Cell Transplant Complications,unmatched,,
Stem Cell Transplantation,unmatched,,
"Stenoses, Aortic",unmatched,,
Stenosis,unmatched,,
Stenosis of Arteriovenous Dialysis Fistula,unmatched,,
"Stenosis, Carotid",ambiguous,,
Stenotrophomonas Infection,unmatched,,
Stenotrophomonas Maltophilia Infection,unmatched,,
Stent,unmatched,,
Stent Related Symptoms,unmatched,,
Stent Stenosis,unmatched,,
Stent Thrombosis,unmatched,,
Stent-assisted Coiling,unmatched,,
Stents,unmatched,,
Stereotyped Behavior,unmatched,,
Stereotypical Prolonged Seizures,unmatched,,
Sterility,unmatched,,
Sternal Infection,unmatched,,
Sternotomy,unmatched,,
Steroid,unmatched,,
Steroid Acne,unmatched,,
Steroid Diabetes,unmatched,,
Steroid Induced Hyperglycemia,unmatched,,
Steroid-Induced Diabetes,unmatched,,
Steroid-Induced Hyperglycemia,unmatched,,
Steroid-Refractory Pneumonitis,unmatched,,
Steroids,unmatched,,
Steroids In Management Of Acute Asthma Exacerbations,unmatched,,
Stevens-Johnson Syndrome,ambiguous,,
Sticky Bone,unmatched,,
Stiffness Following Total Knee Arthroplasty,unmatched,,
"Stiffness of Knee, Not Elsewhere Classified",unmatched,,
"Stiffness, Aortic",unmatched,,
"Stigma, Social",unmatched,,
Stillbirth,ambiguous,,
Stillbirths and Infant Mortality,unmatched,,
Stimulant Abuse,unmatched,,
Stimulant Addiction,unmatched,,
Stimulant Dependence,unmatched,,
Stimulant Use Disorder,unmatched,,
Stimulant Use With Stimulant-Induced Psychotic Disorder (Diagnosis),unmatched,,
Stimulant-Induced Euphoria,unmatched,,
Stimulants Use Disorder,unmatched,,
Stings,unmatched,,
Stockholm Syndrome,unmatched,,
Stomach Cancer,unmatched,,
Stomach Diseases,ambiguous,,
Stomach Neoplasm,ambiguous,,
Stomach Neoplasms,ambiguous,,
Stomach Ulcer,ambiguous,,
Stomatitis,ambiguous,,
Stomatodynia,matched_exact,Stomatodynia,@DISEASE_Stomatodynia
Stone Lower Ureter,unmatched,,
"Stone, Kidney",unmatched,,
"Stone, Urinary",unmatched,,
Strabismus,ambiguous,,
Strep Throat,unmatched,,
Streptococcal Infection,ambiguous,,
Streptococcal Sepsis,unmatched,,
Streptococcal Toxic Shock Syndrome,unmatched,,
Streptococcus Pneumoniae Infection,unmatched,,
Stress,unmatched,,
"Stress Disorder, Post Traumatic",ambiguous,,
"Stress Disorders, Post Traumatic",ambiguous,,
"Stress Disorders, Post-Traumatic",ambiguous,,
"Stress Disorders, Posttraumatic",unmatched,,
"Stress Disorders, Traumatic, Acute",ambiguous,,
Stress Fracture,ambiguous,,
Stress Hyperglycemia,unmatched,,
Stress Incontinence,unmatched,,
Stress Reaction,unmatched,,
Stress Ulcer,unmatched,,
Stress Ulcer Prophylaxis,unmatched,,
Stress Ulcers,unmatched,,
Stress Urinary Incontinence,ambiguous,,
Stress Urinary Incontinence in Women,unmatched,,
"Stress, Psychological",unmatched,,
Stridor,unmatched,,
Stroke,ambiguous,,
Stroke (CVA) or Transient Ischemic Attack,unmatched,,
Stroke (in Patients With Atrial Fibrillation),unmatched,,
Stroke Hemorrhagic,ambiguous,,
Stroke Prevention in Patients With Atrial Fibrillation,unmatched,,
Stroke Recurrence,unmatched,,
Stroke Sequelae,unmatched,,
Stroke Syndrome,unmatched,,
"Stroke, Acute",unmatched,,
"Stroke, Acute Ischemic",unmatched,,
"Stroke, Ischemic",ambiguous,,
"Stroke, Lacunar",ambiguous,,
"Stroke, Systemic Embolism, VTEt and VTEp",unmatched,,
Strokes Thrombotic,ambiguous,,
Study is Being Conducted in Healthy Volunteers,unmatched,,
Stunting,unmatched,,
Sub Clinical Hypothyroidism,unmatched,,
Sub-acute Back Pain,unmatched,,
Sub-clinical Hypothyroidism,unmatched,,
Subacromial Bursitis,unmatched,,
Subacromial Impingement,unmatched,,
Subacromial Impingement Syndrome,unmatched,,
Subacute Combined Cord Degeneration,unmatched,,
Subacute Low Back Pain,unmatched,,
Subacute Thyroiditis,ambiguous,,
Subarachnoid Block,unmatched,,
Subarachnoid Hemorrhage,ambiguous,,
Subclinical Hypothyroidism,unmatched,,
Subclinical Hypothyroidisms,unmatched,,
Subclinical Sleep-Activated Epileptiform Activity,unmatched,,
Subclinical hypothyroïdism,unmatched,,
Subcortical Aphasia,unmatched,,
Subcutaneous Injection,unmatched,,
Subdeltoid Bursitis of the Shoulder,unmatched,,
Subdural Hematoma,ambiguous,,
Subfertility,unmatched,,
"Subfertility, Female",unmatched,,
Subject Under Anticoagulant,unmatched,,
Subjective Cognitive Decline,unmatched,,
Subjective Cognitive Impairment,unmatched,,
Subjective Tinnitus,unmatched,,
Submental Fat,unmatched,,
Subsegmental Pulmonary Embolism Nos,unmatched,,
Substance Abuse,unmatched,,
Substance Addiction,unmatched,,
Substance Dependence,unmatched,,
Substance Use,unmatched,,
Substance Use Disorder,unmatched,,
Substance Use Disorder (SUD),unmatched,,
Substance Use Disorders,unmatched,,
Substance Withdrawal,unmatched,,
Substance Withdrawal Syndrome,ambiguous,,
Substance-Related Disorders,ambiguous,,
Substance-related Disorder,ambiguous,,
Substance-related Disorders,ambiguous,,
Substrate Oxidation,unmatched,,
Subungual Exostosis,unmatched,,
Success Rate Under Segmental Epidural,unmatched,,
Sudden Cardiac Death,ambiguous,,
Sudden Deafness,unmatched,,
Sudden Hearing Loss,ambiguous,,
Sudden Sensorineural Hearing Loss,unmatched,,
Sudomotor Sympathetic Dysfunction,unmatched,,
Suicidal Behavior,unmatched,,
Suicidal Behaviour,unmatched,,
Suicidal Ideation,unmatched,,
Suicide,unmatched,,
Suicide Crisis Syndrome,unmatched,,
"Suicide, Attempted",unmatched,,
Sunburn,ambiguous,,
Superficial Vein Thrombosis,unmatched,,
Superimposed Pre-Eclampsia,unmatched,,
Superior Mesenteric Artery Syndrome,ambiguous,,
Supportive Care,unmatched,,
Supra-aortic Artery Thrombosis,unmatched,,
Supra-gastric Belching,unmatched,,
Supra-tentorial Primative Neuro-Ectodermal Tumor (PNET),unmatched,,
Supracondylar Humerus Fracture,unmatched,,
"Supranuclear Palsy, Progressive",ambiguous,,
Supraspinatus Tendinitis,unmatched,,
"Supratentorial Embryonal Tumor, Not Otherwise Specified",unmatched,,
Supratentorial Glioblastoma,unmatched,,
Supraventricular Tachycardia,ambiguous,,
Supraventricular Tachycardia (SVT),unmatched,,
Surgery,unmatched,,
Surgery of Abdominoplasty With Flank Liposuction,unmatched,,
"Surgery, Dental",unmatched,,
"Surgery, Oral",unmatched,,
Surgery--Complications,unmatched,,
Surgical Adhesions,unmatched,,
Surgical Incision,unmatched,,
Surgical Resection,unmatched,,
Surgical Scar,unmatched,,
Surgical Scar-Related Breast Pain,unmatched,,
Surgical Site Infection,unmatched,,
Surgical Site Infection in Obese Women Undergoing C-section,unmatched,,
Surgical Site Infections,unmatched,,
Surgical Wound,ambiguous,,
Surgical Wound Infection,ambiguous,,
Surgical Wound Infiltration,unmatched,,
Survival,unmatched,,
Survival Without Progression,unmatched,,
Suspected Early Lyme Neuroborreliosis,unmatched,,
Suspected Eosinophilic Esophagitis,unmatched,,
Suspected Stroke,unmatched,,
Suspected or Documented Gram-negative Bacterial Infection,unmatched,,
Swallowing Disorder,unmatched,,
Sweat Gland Diseases,ambiguous,,
Swelling Lips &Amp,unmatched,,
Swelling/ Edema,unmatched,,
Sympathetic Nerve Activity,unmatched,,
Sympathetic Nervous System,unmatched,,
Symptom,unmatched,,
Symptomatic Aortic Stenosis,unmatched,,
Symptomatic Apical Periodontitis,unmatched,,
Symptomatic Chronic Middle Cerebral Artery Occlusion,unmatched,,
Symptomatic Gastroespohageal Reflux Disease,unmatched,,
Symptomatic Hypogonadism,unmatched,,
Symptomatic Irreversible Pulpitis,unmatched,,
Symptomatic Menopause,unmatched,,
Symptomatic Neurogenic Orthostatic Hypertension,unmatched,,
Symptomatic Parkinson Disease,unmatched,,
Symptomatic Periapical Periodontitis,unmatched,,
Symptomatic Uterine Fibroids and Adenomyosis,unmatched,,
Symptoms Lasting for Less Than 5 Days,unmatched,,
Syncope,ambiguous,,
"Syncope, Vasovagal",ambiguous,,
Syndactyly,ambiguous,,
Syndrome Heart Disease,unmatched,,
Syndrome X,unmatched,,
"Syndrome, Seizures of Localized Onset",unmatched,,
Synovial Cyst,ambiguous,,
Synovitis,ambiguous,,
Syphilis,ambiguous,,
Syphilis Infection,unmatched,,
Syphilis Male,unmatched,,
System,unmatched,,
System and Hematuria.,unmatched,,
Systemic Embolism,unmatched,,
Systemic Embolization,unmatched,,
Systemic Infection,unmatched,,
Systemic Inflammation,unmatched,,
Systemic Inflammatory Response Syndrome,ambiguous,,
Systemic Inflammatory Stress Response,unmatched,,
Systemic Lupus Erythematosis,unmatched,,
Systemic Lupus Erythematosus,ambiguous,,
Systemic Lupus Erythematosus (Disorder),unmatched,,
Systemic Lupus Erythematosus (SLE),unmatched,,
Systemic Sclerosis,unmatched,,
Systemic Wegener's Granulomatosis,unmatched,,
Systems Biology,unmatched,,
Systolic Heart Failure,ambiguous,,
Systolic Heart Failure (NYHA II-III),unmatched,,
Systolic Heart Failure Stage D (Disorder),unmatched,,
Systolic Hypertension,unmatched,,
Systolic and Diastolic Blood Pressure Levels,unmatched,,
T Acute Lymphoblastic Leukemia,unmatched,,
T Cell Leukemia,ambiguous,,
T Cells,unmatched,,
T Lymphoblastic Lymphoma,unmatched,,
T-Cell Dysfunction,unmatched,,
T-Cell Lymphoma,ambiguous,,
T-Shaped Uterus,unmatched,,
T-cell Adult Acute Lymphoblastic Leukemia,unmatched,,
T-cell Childhood Acute Lymphoblastic Leukemia,unmatched,,
T-cell Large Granular Lymphocyte Leukemia,unmatched,,
T-cell Type Acute Leukemia-Precursor,unmatched,,
T-lymphoblastic Lymphoma/Leukaemia,unmatched,,
T1D,unmatched,,
T2 Diabetes and Fatty Liver Disease (Non-alcoholic Origin),unmatched,,
T2D,unmatched,,
T2DM,unmatched,,
T2DM (Type 2 Diabetes Mellitus),unmatched,,
TB,unmatched,,
TBI,unmatched,,
TBI (Traumatic Brain Injury),unmatched,,
TBI Traumatic Brain Injury,unmatched,,
TCM Syndrome Type,unmatched,,
TDP-43 Proteinopathies,matched_exact,TDP 43 Proteinopathies,@DISEASE_TDP_43_Proteinopathies
THYROTOXICOSIS,unmatched,,
TIA,unmatched,,
TIPS,unmatched,,
TMD,unmatched,,
TMJ,unmatched,,
TMJ Pain,unmatched,,
TNBC - Triple-Negative Breast Cancer,unmatched,,
TOP - Failed Attempted Termination of Pregnancy,unmatched,,
TP53,unmatched,,
TPIAT,unmatched,,
TQT Study,unmatched,,
TTR Cardiac Amyloidosis,unmatched,,
TTR Cardiomyopathy,unmatched,,
Tachycardia,ambiguous,,
"Tachycardia, Ventricular",ambiguous,,
Tachyphylaxis,unmatched,,
Tachypnea,ambiguous,,
Tacrolimus,unmatched,,
Takayasu Arteritis,ambiguous,,
Takayasu Arteritis (TAK),unmatched,,
Takotsubo Cardiomyopathy,ambiguous,,
Takotsubo Syndrome,unmatched,,
"Talar Head, Neck, Body, or Process Fractures",unmatched,,
Tall Cell Variant Thyroid Gland Papillary Carcinoma,unmatched,,
Talus Osteochondral Defect,unmatched,,
Tamsulosin,unmatched,,
Tandem Occlusion,unmatched,,
Tardive Dyskinesia,ambiguous,,
Targeted Ultrasound,unmatched,,
Tarsal Coalition,ambiguous,,
Taste Alterations,unmatched,,
"Taste Disorder, Glossopharyngeal Nerve",unmatched,,
"Taste Disorder, Secondary, Bitter",unmatched,,
"Taste Disorder, Secondary, Sweet",unmatched,,
Taste Disorders,ambiguous,,
"Taste, Altered",unmatched,,
"Taste, Metallic",unmatched,,
Tauopathies,ambiguous,,
Tay Sachs Disease,ambiguous,,
Tear Break-Up Time,unmatched,,
Technology,unmatched,,
Teicoplanin,unmatched,,
Telomere Shortening,unmatched,,
Temporomandibular Disorder,unmatched,,
"Temporomandibular Joint Disc Displacement, With Reduction",unmatched,,
Temporomandibular Joint Disorders,ambiguous,,
Temporomandibular Joint Dysfunction Syndrome,ambiguous,,
Tendon Injuries,ambiguous,,
Tendon Involved,unmatched,,
Tendonitis,unmatched,,
Tennis Elbow,ambiguous,,
Tenofovir Disoproxil Fumarate,unmatched,,
Tension Headache,unmatched,,
Tension-Type Headache,ambiguous,,
Tension-type Headache,ambiguous,,
Teratospermia,unmatched,,
Testicle Undescended,unmatched,,
Testicular,unmatched,,
Testicular Cancer,unmatched,,
Testicular Cancer by AJCC V6 and V7 Stage,unmatched,,
Testicular Hydrocele,ambiguous,,
Testicular Leukemia,unmatched,,
Testicular Neoplasms,ambiguous,,
Testosterone,unmatched,,
Testosterone Deficiency,unmatched,,
Tetralogy of Fallot,ambiguous,,
Tetraparesis,unmatched,,
Tetraplegia,unmatched,,
Thalassemia,ambiguous,,
Thalidomide,unmatched,,
The Clinical Incidence of Low Triiodothyronine Syndrome,unmatched,,
The Effect of Iodine and BPA on AITD in Reproduction Women,unmatched,,
The Efficacy and Safety of Dapagliflozin in Improving Heart Failure in Dialysis Patients,unmatched,,
The Elderly (≥ 70 Years) With Essential Hypertension,unmatched,,
The Focus is to Assess 25-hydroxyvitamin D Levels and Well-being,unmatched,,
The Follow-up Duration Was 1-8 Years.,unmatched,,
The Goal of This Trial is to to Compare the Effect of Risperidone vs Aripiprazole in Terms of Change in Serum Glutathione Level,unmatched,,
"The Main Reasons Behind Visiting the Hospital Were Recurrent Urinary Tract Infection,",unmatched,,
The Primary Outcome of This Study Will be the Rate of Endometritis,unmatched,,
Therapeutic Adherence,unmatched,,
Therapeutic Adherence and Compliance,unmatched,,
Therapeutic Drug Monitoring,unmatched,,
Therapeutic Equivalence,unmatched,,
Therapeutic Equivalency,unmatched,,
Therapeutic Substance,unmatched,,
Therapeutic Use,unmatched,,
Therapeutics,unmatched,,
Thermoregulation Impairment,unmatched,,
Thiamine and Niacin Deficiency States,unmatched,,
Thiazolidinediones,unmatched,,
Thin Basement Membrane Disease,unmatched,,
Third Molar,unmatched,,
Third Molar Extraction,unmatched,,
Third Molar Extraction Surgery,unmatched,,
Third Molar Surgery,unmatched,,
Third Molars Extraction,unmatched,,
Thirst,unmatched,,
Thoracic,unmatched,,
Thoracic Aortic Aneurysm,ambiguous,,
Thoracic Cancer,unmatched,,
Thoracic Disc Herniation,unmatched,,
Thoracic Diseases,ambiguous,,
Thoracic Effusion,unmatched,,
Thoracic Epidural Analgesia,unmatched,,
Thoracic Injury,ambiguous,,
Thoracic Paravertebral Block,unmatched,,
Thoracic Sarcomas,unmatched,,
Thoracic Surgery,unmatched,,
"Thoracic Surgery, Video-Assisted",unmatched,,
Thoracoscopic Lobectomy,unmatched,,
Thoracoscopic Surgery,unmatched,,
Thoracotomy,unmatched,,
Thorasic Cancers,unmatched,,
Thorough QT/QTc Study,unmatched,,
Threatened Abortion,ambiguous,,
Threatened Preterm Labor,unmatched,,
Three Vessel Coronary Disease,unmatched,,
Three Wall Intrabony Defects in Chronic Periodontitis,unmatched,,
Throat Clearing,unmatched,,
Throatcarriers of MRSA,unmatched,,
Thrombectomy,unmatched,,
Thrombocyte Disorders,unmatched,,
Thrombocytopenia,ambiguous,,
Thromboembolic Disease,unmatched,,
Thromboembolic Events,unmatched,,
Thromboembolism,ambiguous,,
Thromboembolism Post-mechanical Valve Replacement,unmatched,,
"Thromboembolism, Venous",ambiguous,,
Thrombolysis in Myocardial Infarction Flow,unmatched,,
Thrombophilia,ambiguous,,
Thromboprophylaxis,unmatched,,
"Thromboses, Deep Vein",unmatched,,
"Thromboses, Venous",unmatched,,
Thrombosis,ambiguous,,
Thrombotic Thrombocytopenic Purpura,ambiguous,,
Thrombotic and Bleeding Events,unmatched,,
Thrombus,unmatched,,
Through-and-through Lip Lacerations,unmatched,,
Thumb Aplasia,unmatched,,
Thumb Hypoplasia,unmatched,,
Thyroid,unmatched,,
Thyroid Abnormalities,unmatched,,
Thyroid Adenoma,unmatched,,
Thyroid Associated Ophthalmopathies,unmatched,,
Thyroid Associated Ophthalmopathy,unmatched,,
Thyroid Associated Orbitopathy,unmatched,,
Thyroid Autoimmune Disease,unmatched,,
Thyroid Cancer,unmatched,,
Thyroid Cancer Patients,unmatched,,
Thyroid Cancer Stage IV,unmatched,,
"Thyroid Cancer, Medullary",ambiguous,,
"Thyroid Cancer, Papillary",ambiguous,,
Thyroid Carcinoma,unmatched,,
Thyroid Disease,unmatched,,
Thyroid Disease Pregnancy,unmatched,,
Thyroid Diseases,ambiguous,,
Thyroid Dysfunction,unmatched,,
Thyroid Eye Disease,unmatched,,
"Thyroid Eye Disease, TED",unmatched,,
Thyroid Fibrosis,unmatched,,
Thyroid Function Tests,unmatched,,
Thyroid Gland,unmatched,,
Thyroid Gland Follicular Carcinoma,unmatched,,
Thyroid Gland Follicular Tumor of Uncertain Malignant Potential,unmatched,,
Thyroid Gland Hurthle Cell Carcinoma,unmatched,,
Thyroid Gland Nodule,unmatched,,
Thyroid Gland Papillary Carcinoma,unmatched,,
Thyroid Gland Resection,unmatched,,
Thyroid Gland Undifferentiated (Anaplastic) Carcinoma,unmatched,,
Thyroid Goiter,unmatched,,
Thyroid Hormones,unmatched,,
Thyroid Neoplasm,ambiguous,,
Thyroid Neoplasms,ambiguous,,
Thyroid Nodule,ambiguous,,
Thyroid Nodule (Benign),unmatched,,
Thyroid Nodule (Diagnosis),unmatched,,
"Thyroid Nodule, Toxic or With Hyperthyroidism",unmatched,,
Thyroid Nodules,ambiguous,,
Thyroid Related Eye Disease,unmatched,,
Thyroid Related Orbitopathy,unmatched,,
Thyroid Stimulating,unmatched,,
Thyroid Surgery,unmatched,,
Thyroid Tumor,unmatched,,
Thyroid-Associated Ophthalmopathy,unmatched,,
Thyroid-associated Ophthalmopathy,unmatched,,
Thyroidectomy,unmatched,,
Thyroiditis,ambiguous,,
"Thyroiditis, Autoimmune",ambiguous,,
Thyrotoxicosis,unmatched,,
Thyrotoxicosis on Thyroxine Therapy,unmatched,,
Tibial Fractures,ambiguous,,
Tibial Pilon Fracture,unmatched,,
Tibial Plateau Fracture,ambiguous,,
Tibial Plateau Fractures,ambiguous,,
Tibial Shaft Fracture with or Without Associated Fibula Fracture,unmatched,,
Tic Disorder,ambiguous,,
Tic Disorders,ambiguous,,
Ticagrelor,unmatched,,
Tick Borne Encephalitis,matched_token_set,Encephalitis Tick Borne,@DISEASE_Encephalitis_Tick_Borne
Tick-borne Encephalitis,matched_token_set,Encephalitis Tick Borne,@DISEASE_Encephalitis_Tick_Borne
Time in Range,unmatched,,
Tinea,ambiguous,,
Tinea Capitis,ambiguous,,
Tinea Pedis,ambiguous,,
"Tinea Unguium, Onychomycosis",unmatched,,
Tinea Versicolor,ambiguous,,
Tinnitus,ambiguous,,
"Tinnitus, Bilateral",unmatched,,
"Tinnitus, Subjective",unmatched,,
Tissue Lipid Metabolism,unmatched,,
Tissue Modification After Vit c Injection,unmatched,,
"Tmax,",unmatched,,
To Assess Bucco-lingual Dimension of the Ridge While Using Pontic Shield Technique as a Treatment Modality for Ridge Preservation,unmatched,,
To Assess the Beneficial Preemptive and Preventive Effects of PGL on the Immediate and Late (1- and 3 Months) Postoperative Analgesia Requirements,unmatched,,
To Assess the Glycemic Control of Insulin Glargine in Combination With Regular Insulin in Type 1 Diabetes in Children,unmatched,,
To Control Pain After Third Molar Surgery,unmatched,,
To Determine Bioequivalence Under Fasting Conditions,unmatched,,
To Determine Bioequivalence Under Fed Conditions,unmatched,,
"To Evaluate Clinical Results, Insulin Resistance and Inflammatory Response to Trauma in Morbidly Obese Patients",unmatched,,
To Evaluate the Effect of Pioglitazone on Glucose Metabolism of Fat Tissue by Using FDG-PET/CT Imaging,unmatched,,
To Evaluate the Safety and Efficacy of Celecoxib Plus Nucleos(t)Ide Analogues in Nucleos(t)Ide-treated Patients With Chronic Hepatitis B,unmatched,,
To Investigate the Effect of Diclofenac on Pain Control of Knee Osteoarthritis and the Relationship Between Pain Relief and Medicine Adherence,unmatched,,
To See the Safety and Efficacy of the Topical Latanoprost Compared With Topical Brimonidine in the Treatment of the Primary Open Angle Glaucoma Patients,unmatched,,
Tobacco Dependence,unmatched,,
Tobacco Smoking,unmatched,,
Tobacco Use,unmatched,,
Tobacco Use Cessation,unmatched,,
Tobacco Use Disorder,ambiguous,,
Tobacco Withdrawal,unmatched,,
Tocilizumab,unmatched,,
Tocolysis,unmatched,,
Tocolysis With Nifedipine,unmatched,,
Toe Deformity,unmatched,,
Toe Fusion,unmatched,,
Toe Joint Deformity,unmatched,,
Tolerability,unmatched,,
Tolerance,unmatched,,
Tongue Cancers,unmatched,,
Tongue Tissue Transcriptome,unmatched,,
Tonic-clonic Seizure,unmatched,,
Tonsillectomy,unmatched,,
Tonsillitis,ambiguous,,
Tonsillitis Streptococcal,unmatched,,
Tooth Abrasion,unmatched,,
Tooth Bleaching,unmatched,,
Tooth Diseases,ambiguous,,
Tooth Erosion,ambiguous,,
Tooth Extraction,unmatched,,
Tooth Extraction Site Healing,unmatched,,
Tooth Extraction Status Nos,unmatched,,
Tooth Loss,ambiguous,,
Tooth Lost,unmatched,,
Tooth Position Anomalies,unmatched,,
Tooth Wear,ambiguous,,
"Tooth, Deciduous",unmatched,,
"Tooth, Impacted",ambiguous,,
Toothache,ambiguous,,
Tophaceous Gout,unmatched,,
Tophi,unmatched,,
Topical Analgesia,unmatched,,
Torsades de Pointes,ambiguous,,
Total Hip Arthroplasty,unmatched,,
Total Hip Replacement,unmatched,,
Total Knee Arthroplasty,unmatched,,
Total Knee Replacement,unmatched,,
Total Knee Replacement Surgeries,unmatched,,
Total Laparoscopic Hysterectomy,unmatched,,
Total Pancreatectomy,unmatched,,
Total Shoulder Arthroplasty,unmatched,,
Total Thyroidectomy,unmatched,,
Tourette Disorder,unmatched,,
Tourette Syndrome,ambiguous,,
Tourette Syndrome in Adolescence,unmatched,,
Tourette Syndrome in Children,unmatched,,
Tourette's Disorder,unmatched,,
Tourette's Syndrome,unmatched,,
Toxic Epidermal Necrolysis,unmatched,,
Toxic Nodular Goitre,unmatched,,
"Toxic, Drugs",unmatched,,
Toxicity Due to Chemotherapy,unmatched,,
Toxicology,unmatched,,
Toxoplasmic Encephalitis,unmatched,,
Toxoplasmosis,ambiguous,,
"Toxoplasmosis, Cerebral",ambiguous,,
Tracheomalacia,ambiguous,,
Tracheostomy,unmatched,,
Trachoma,ambiguous,,
Traditional Chinese Medicine,unmatched,,
Tramadol,unmatched,,
Transaminases,unmatched,,
Transaminitis,unmatched,,
Transcatheter Aortic Valve Replacement,unmatched,,
Transcatheter Arterial Chemoembolization,unmatched,,
Transcutaneous Neurostimulation,unmatched,,
Transformed Follicular Lymphoma (TFL),unmatched,,
Transformed Lymphoma,unmatched,,
Transformed Migraine,unmatched,,
Transformed Non-Hodgkin Lymphoma,unmatched,,
